pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
30-0,2-1,1-0,,2856999,1.0,2856999.0,63,,4,Deuce,Thomas Paulsell,Far,,,,,,,,,,124.07748797019,-425.422090988407,Down the Line,Backhand,,,,,,,,,,130.459437882697,-6.48797572178145,,,,1.0,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Spencer Johnson,,,,Thomas Paulsell,1,,,
40-0,2-1,1-0,1.0,2881999,,,64,,1,Ad,Thomas Paulsell,Far,0.0,T,-31.0774278215063,-357.732381889579,1.0,Wide,-108.456900699856,-165.453351924674,,1.79486001749689,485.66986001724706,,,,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,,,2nd Serve In,Wide,
40-0,2-1,1-0,,2897999,,,64,,2,Ad,Thomas Paulsell,Far,,,,,,,,,,-161.601476377869,-456.596166885153,Down the Line,Forehand,,,,,,,,,,-14.559180883632,301.107097550151,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,,,,,,,,Short
40-0,2-1,1-0,,2898999,,,64,,3,Ad,Thomas Paulsell,Far,,,,,,,,,,17.1266513560716,499.522801837012,Down the Line,Forehand,,,,,,,,,,24.791245625534,-280.857163166959,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Thomas Paulsell,,1.0,,,,,,Short
40-0,2-1,1-0,,2900999,,,64,,4,Deuce,Thomas Paulsell,Far,,,,,,,,,,24.0438976377829,-461.629177602561,Down the Line,Backhand,,,,,,,,,,138.532288932562,242.877493438195,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Spencer Johnson,,,,,,,,Short
40-0,2-1,1-0,,2901999,1.0,2901999.0,64,,5,Ad,Thomas Paulsell,Far,,,,,,,,,,179.910066710318,480.945089676042,Crosscourt,Backhand,1.0,,,,,,,,,-27.3633092738266,-8.55413932632978,1.0,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Spencer Johnson,Thomas Paulsell,,,,Thomas Paulsell,,,,Short
0-0,2-2,1-0,1.0,2945999,,,65,,1,Deuce,Spencer Johnson,Near,1.0,Body,-89.7455653980289,234.830479002503,,,,,,8.321188757651,-440.887084426719,,,1.0,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Thomas Paulsell,Spencer Johnson,,,,,,1st Serve In,Body,
0-0,2-2,1-0,,2946999,1.0,2946999.0,65,,2,Deuce,Spencer Johnson,Near,,,,,,,,,,-121.552159886201,513.227805117845,Down the Line,Backhand,1.0,,,,,,,,,-57.1200842081945,15.2559273840691,,,,1.0,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Thomas Paulsell,Thomas Paulsell,,1.0,,Spencer Johnson,1,,,
15-0,2-2,1-0,1.0,2973999,,,66,,1,Ad,Spencer Johnson,Near,1.0,Wide,106.08850612418,196.397118328858,,,,,,-38.705314960609904,-478.441808836148,,,1.0,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Thomas Paulsell,Spencer Johnson,,,,,,1st Serve In,Wide,
15-0,2-2,1-0,,2973999,1.0,2973999.0,66,,2,Ad,Spencer Johnson,Near,,,,,,,,,,178.910208880048,496.868137576296,Down the Line,Backhand,,,,,,,,,,163.060690069907,-461.152750437207,,,1.0,,1.0,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,,,,Spencer Johnson,1,,,
30-0,2-2,1-0,1.0,2994999,,,67,,1,Deuce,Spencer Johnson,Near,1.0,T,-31.6243602362041,242.749879702412,1.0,T,-13.4274989063798,224.998173665676,,5.90912073490508,-435.529642388226,,,1.0,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Thomas Paulsell,Spencer Johnson,,,,,,1st Serve In,T,
30-0,2-2,1-0,,3021999,,,67,,2,Deuce,Spencer Johnson,Near,,,,,,,,,,-1.89529746281617,549.606599955972,Down the Line,Backhand,,,,,,,,,,-27.5992454068099,-239.645849737409,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,,1.0,,,,,,Short
30-0,2-2,1-0,,3022999,1.0,3022999.0,67,,3,Ad,Spencer Johnson,Near,,,,,,,,,,-27.5992454068099,-259.750448381318,Crosscourt,Forehand,,,,,,,,,,28.2001859142462,-22.6753226159113,,,,1.0,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Thomas Paulsell,Spencer Johnson,,,,Thomas Paulsell,1,,,
30-15,2-2,1-0,1.0,3048999,,,68,,1,Ad,Spencer Johnson,Near,0.0,T,27.8209044181834,-9.23511592300488,1.0,Body,85.156293744488,199.036242344604,,-62.537926509154,-467.893159448577,,,,,,,,,,,,,,,,,1.0,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,1.0,,Thomas Paulsell,Spencer Johnson,,,,,,2nd Serve In,Body,
30-15,2-2,1-0,,3063999,,,68,,2,Ad,Spencer Johnson,Near,,,,,,,,,,166.855801618461,502.49271106710705,Crosscourt,Backhand,,,,,,,,,,-28.2790354330563,-198.020538057641,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,,,,,,,,Short
30-15,2-2,1-0,,3065999,,,68,,3,Ad,Spencer Johnson,Near,,,,,,,,,,-91.0019520996905,-438.828040244743,Crosscourt,Forehand,,,,,,,,,,119.02694663161,282.708710629775,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Spencer Johnson,,,,,,,,Short
30-15,2-2,1-0,,3066999,,,68,,4,Ad,Spencer Johnson,Near,,,,,,,,,,159.853619859935,541.854046368924,Crosscourt,Backhand,,,,,,,,,,-16.021877734025,-155.594712379622,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Thomas Paulsell,Thomas Paulsell,,,,,,,,Short
30-15,2-2,1-0,,3067999,1.0,3067999.0,68,,5,Ad,Spencer Johnson,Near,,,,,,,,,,-16.021877734025,-175.699311023531,Crosscourt,,,1.0,,,,,1,,,36.5768372703223,-64.2249617235014,,,,1.0,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Spencer Johnson,,,,Thomas Paulsell,1,,,
30-30,2-2,1-0,1.0,3101999,,,69,,1,Deuce,Spencer Johnson,Near,0.0,T,-31.0189031058457,281.646615266696,1.0,T,-42.3571194225503,159.170997375246,,5.75984251968206,-451.57816054219904,,,1.0,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Thomas Paulsell,Spencer Johnson,,,,,,2nd Serve In,T,
30-30,2-2,1-0,,3123999,,,69,,2,Deuce,Spencer Johnson,Near,,,,,,,,,,-44.4248523621818,533.130189194825,Down the Line,Backhand,,,,,,,,,,-6.56383967628707,-229.983645013005,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,,1.0,,,,,,Short
30-30,2-2,1-0,,3124999,,,69,,3,Ad,Spencer Johnson,Near,,,,,,,,,,-12.7250109361264,-445.494958442465,Crosscourt,Forehand,,,,,,,,,,74.7794674102851,274.594597550164,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Thomas Paulsell,Spencer Johnson,,,,,,,,Short
30-30,2-2,1-0,,3125999,1.0,3125999.0,69,,4,Ad,Spencer Johnson,Near,,,,,,,,,,76.8082731845622,514.415255905246,Down the Line,Backhand,,,,,,,,,,94.884831583503,144.048042432122,,,,1.0,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,,,,Spencer Johnson,1,,,
40-30,2-2,1-0,1.0,3145999,1.0,3159999.0,70,,1,Ad,Thomas Paulsell,Far,1.0,T,-6.08301071740718,-230.022725284221,,,,,1,-54.8499070428413,-483.12022637770303,,,,,,,,,,,,,,1.0,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,Thomas Paulsell,,1st Serve In,T,
0-0,3-2,1-0,1.0,3259999,,,71,,1,Deuce,Thomas Paulsell,Near,1.0,Wide,-149.554226815321,205.958081802168,,,,,,24.9642935257964,-463.218416447705,,,,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,,,1st Serve In,Wide,
0-0,3-2,1-0,,3260999,,,71,,2,Deuce,Thomas Paulsell,Near,,,,,,,,,,-194.995242782052,509.722101924496,Crosscourt,Backhand,,,,,,,,,,31.4577045056705,-314.791546369041,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,,,,,,,,Short
0-0,3-2,1-0,,3261999,,,71,,3,Deuce,Thomas Paulsell,Near,,,,,,,,,,52.6621008311189,-462.619619422333,Crosscourt,Forehand,,,,,,,,,,-67.7127898074891,378.239763779332,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Thomas Paulsell,,,,,,,,Deep
0-0,3-2,1-0,,3262999,1.0,3262999.0,71,,4,Deuce,Thomas Paulsell,Near,,,,,,,,,,-104.9306047681,504.455987532548,Down the Line,Backhand,,,,,,,,,,-52.5558453630525,5.54120734907854,,,,1.0,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Spencer Johnson,,,,Thomas Paulsell,1,,,
15-0,3-2,1-0,1.0,3285999,,,72,,1,Ad,Thomas Paulsell,Near,1.0,Wide,121.043695319273,242.877493438195,1.0,T,32.3679188538765,179.669575677947,,-7.98447069115948,-449.47368219574304,,,,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,,,1st Serve In,Wide,
15-0,3-2,1-0,,3295999,,,72,,2,Ad,Thomas Paulsell,Near,,,,,,,,,,6.93661417322476,506.329773621786,Crosscourt,Backhand,,,,,,,,,,-81.2318077427402,-455.57916119836494,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Spencer Johnson,1.0,,,,,,,Long
15-0,3-2,1-0,,3296999,1.0,3296999.0,72,,3,Ad,Thomas Paulsell,Near,,,,,,,,,,-105.597533901958,-488.588631889511,Down the Line,Backhand,,,,,,,,,,-107.17972987746,341.838921697111,1.0,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,Thomas Paulsell,,,,Short
30-0,3-2,1-0,1.0,3319999,,,73,,1,Deuce,Thomas Paulsell,Near,1.0,Wide,-133.104839238776,242.877493438195,,,,,,27.1271052055853,-473.579204942888,,,1.0,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Spencer Johnson,Thomas Paulsell,,,,,,1st Serve In,Wide,
30-0,3-2,1-0,,3320999,1.0,3320999.0,73,,2,Deuce,Thomas Paulsell,Near,,,,,,,,,,-182.542186132889,514.623594706646,Crosscourt,Backhand,,,,,,,,,,194.742388451343,-433.306277340109,,,1.0,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,,,,Thomas Paulsell,1,,,
40-0,3-2,1-0,1.0,3343999,,,74,,1,Ad,Thomas Paulsell,Near,0.0,Wide,116.266103455758,-76.8724628171081,1.0,T,32.5842191600882,213.910170603564,,-7.53280839894624,-479.039189632299,,,,,,,,,,,,,,,,,1.0,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,,,2nd Serve In,T,
40-0,3-2,1-0,,3356999,,,74,,2,Ad,Thomas Paulsell,Near,,,,,,,,,,20.5021762904531,524.888194444173,Crosscourt,Backhand,,,,,,,,,,-54.1351706036466,-263.28367235332,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Spencer Johnson,1.0,,,,,,,Short
40-0,3-2,1-0,,3358999,,,74,,3,Ad,Thomas Paulsell,Near,,,,,,,,,,-86.393312554636,-483.406304680415,Down the Line,Backhand,1.0,,,,,,,,,-127.396363735717,250.271434820518,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Spencer Johnson,Thomas Paulsell,,,,,,,,Short
40-0,3-2,1-0,,3359999,,,74,,4,Deuce,Thomas Paulsell,Near,,,,,,,,,,-112.859153543249,512.447730752141,Crosscourt,Backhand,1.0,,,,,,,,,106.628357392771,-405.705309492354,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Spencer Johnson,Spencer Johnson,,,,,,,,Deep
40-0,3-2,1-0,,3361999,,,74,,5,Deuce,Thomas Paulsell,Near,,,,,,,,,,117.922594050683,-512.019685039106,Crosscourt,Forehand,,,,,,,,,,-66.0073053367988,239.369455380454,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,,,,,Short
40-0,3-2,1-0,,3363999,,,74,,6,Deuce,Thomas Paulsell,Near,,,,,,,,,,-126.110848643854,504.829183070605,Crosscourt,Backhand,,,,,,,,,,115.217481408514,-293.805708661266,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,,,,,,,,Short
40-0,3-2,1-0,,3364999,,,74,,7,Deuce,Thomas Paulsell,Near,,,,,,,,,,168.154445537971,-497.370439632289,Down the Line,Forehand,,,,,,,,,,101.219356955328,317.296434820484,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Thomas Paulsell,,,,,,,,Short
40-0,3-2,1-0,,3365999,,,74,,8,Ad,Thomas Paulsell,Near,,,,,,,,,,73.3672189413444,488.298381452066,Crosscourt,Forehand,,,,,,,,,,-11.4928915135549,-298.581616360301,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Spencer Johnson,,,,,,,,Short
40-0,3-2,1-0,,3366999,1.0,3366999.0,74,,9,Ad,Thomas Paulsell,Near,,,,,,,,,,-27.5745188101345,-504.408448162469,Down the Line,Backhand,1.0,,,,,,,,,-70.6746992563065,-16.9858705161767,,,,1.0,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Spencer Johnson,Thomas Paulsell,,,,Spencer Johnson,1,,,
40-15,3-2,1-0,1.0,3400999,,,75,,1,Deuce,Thomas Paulsell,Near,1.0,Wide,-141.60343941375,212.410766622812,,,,,,14.914309930001,-419.32958770757,,,,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Spencer Johnson,Thomas Paulsell,,,,,,1st Serve In,Wide,
40-15,3-2,1-0,,3401999,1.0,3401999.0,75,,2,Deuce,Thomas Paulsell,Near,,,,,,,,,,-209.776274059384,530.561225940233,Down the Line,Backhand,,,,,,,,,,-28.5147419072469,-486.95016950981,,,,,1.0,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Spencer Johnson,Spencer Johnson,,,,Thomas Paulsell,1,,,Long
0-0,3-3,1-0,1.0,3436999,,,76,,1,Deuce,Spencer Johnson,Far,1.0,T,50.0164315397817,-185.146823053273,,,,,,-34.4312117235168,443.955670384723,,,,,,,,,,,,,,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Spencer Johnson,,,,,,1st Serve In,T,
0-0,3-3,1-0,,3437999,,,76,,2,Deuce,Spencer Johnson,Far,,,,,,,,,,90.2165190288248,-536.872134732881,Crosscourt,Backhand,,,,,,,,,,-91.9790354330233,181.112330489845,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,1.0,,,,,,,Short
0-0,3-3,1-0,,3438999,,,76,,3,Deuce,Spencer Johnson,Far,,,,,,,,,,-91.9790354330233,227.380462598308,Down the Line,,,1.0,,,,,1,,,-89.6094925633833,-352.499185257911,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Spencer Johnson,,,,,,,,Deep
0-0,3-3,1-0,,3439999,,,76,,4,Ad,Spencer Johnson,Far,,,,,,,,,,-104.224480533629,-489.116770559677,Down the Line,Backhand,,,,,,,,,,-71.6100612423077,205.767388451337,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,,,,,,,,Short
0-0,3-3,1-0,,3440999,1.0,3440999.0,76,,5,Deuce,Spencer Johnson,Far,,,,,,,,,,-71.6100612423077,252.035482283334,Down the Line,Forehand,,,1.0,,,,,,,-132.166644794332,-369.554336176537,1.0,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Spencer Johnson,,1.0,,Spencer Johnson,,,,Deep
15-0,3-3,1-0,1.0,3464999,,,77,,1,Ad,Spencer Johnson,Far,0.0,T,9.85002734032737,23.0115813648175,1.0,Body,-79.7819335082703,-155.703417541477,,37.0302985564113,507.732070209711,,,,,,,,,,,,,,,,,1.0,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Spencer Johnson,,,,,,2nd Serve In,Body,
15-0,3-3,1-0,,3478999,,,77,,2,Ad,Spencer Johnson,Far,,,,,,,,,,-165.078472222137,-463.266300305972,Down the Line,Backhand,,,,,,,,,,-30.9456419509901,454.431900699678,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,,,,,,,,Deep
15-0,3-3,1-0,,3480999,,,77,,3,Ad,Spencer Johnson,Far,,,,,,,,,,2.24529746281599,537.838768591148,Crosscourt,Forehand,,,,,,,,,,-44.3380413385598,-241.756222659543,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Thomas Paulsell,Spencer Johnson,,,,,,,,Short
15-0,3-3,1-0,,3481999,,,77,,4,Ad,Spencer Johnson,Far,,,,,,,,,,-61.4524059492246,-501.984705817763,Down the Line,Backhand,1.0,,,,,,,,,-43.6879538494962,452.877493438086,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,,,,Thomas Paulsell,Thomas Paulsell,,,,,,,,Deep
15-0,3-3,1-0,,3483999,,,77,,5,Deuce,Spencer Johnson,Far,,,,,,,,,,-22.5095089676174,508.84958989475,Crosscourt,Forehand,,,,,,,,,,96.4280621171855,-284.269089019976,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Thomas Paulsell,Spencer Johnson,1.0,,,,,,,Short
15-0,3-3,1-0,,3484999,,,77,,6,Deuce,Spencer Johnson,Far,,,,,,,,,,117.829735345521,-530.343241469542,Crosscourt,Forehand,,,,,,,,,,-69.0948381451962,344.792027558877,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,,,,,,,,Short
15-0,3-3,1-0,,3485999,,,77,,7,Deuce,Spencer Johnson,Far,,,,,,,,,,-99.4758639544543,509.50277777751506,Down the Line,Backhand,,,,,,,,,,-25.3836122047113,-337.897173009449,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Thomas Paulsell,Spencer Johnson,,,,,,,,Short
15-0,3-3,1-0,,3487999,,,77,,8,Deuce,Spencer Johnson,Far,,,,,,,,,,6.17495078739839,-504.616978346196,Down the Line,Forehand,,,,,,,,,,106.802132545877,244.497047243968,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,1.0,,,,Thomas Paulsell,Thomas Paulsell,,,,,,,,Short
15-0,3-3,1-0,,3488999,,,77,,9,Ad,Spencer Johnson,Far,,,,,,,,,,124.837620297398,518.961083770511,Down the Line,Forehand,,,,,,,,,,31.6712871828358,-258.047069116227,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Spencer Johnson,,,,,,,,Short
15-0,3-3,1-0,,3489999,,,77,,10,Deuce,Spencer Johnson,Far,,,,,,,,,,15.150475721777,-398.670324802944,Down the Line,Forehand,,,,,,,,,,144.479265091789,210.839211504703,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,,,,,,,,Short
15-0,3-3,1-0,,3491999,,,77,,11,Ad,Spencer Johnson,Far,,,,,,,,,,182.805489938663,336.118274278042,Down the Line,Forehand,,,,,,,,,,97.815775371778,-183.990146544087,,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Spencer Johnson,,,,,,,,Short
15-0,3-3,1-0,,3492999,1.0,3492999.0,77,,12,Deuce,Spencer Johnson,Far,,,,,,,,,,97.815775371778,-204.094745187996,Crosscourt,,,1.0,,,,,,1,,-110.96060258087,161.05530949248,1.0,,,,,UCLA,1/26/2025,Division 1,ITA Kickoff Weekend,,,Murr Center,Georgia,Spencer Johnson,Thomas Paulsell,Left,Right,,Hard,,,1.0,,,Thomas Paulsell,Thomas Paulsell,,,,Thomas Paulsell,,,,Short
