pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
30-0,2-2,1-0,,4741419,,,80,,6,Ad,Rudy Quan,Near,,,,,,,,,,33.0,524.0,Crosscourt,Backhand,,,,,,,,,,-44.0,-99.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
30-0,2-2,1-0,,4742879,,,80,,7,Ad,Rudy Quan,Near,,,,,,,,,,-60.0,-134.0,Down the Line,Backhand,,1.0,,,,,1,,,-49.0,444.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
30-0,2-2,1-0,,4744105,,,80,,8,Deuce,Rudy Quan,Near,,,,,,,,,,-4.0,484.0,Down the Line,Forehand,,,,,,,,,1.0,-81.0,-126.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
30-0,2-2,1-0,,4745149,,,80,,9,Ad,Rudy Quan,Near,,,,,,,,,,-97.0,-160.0,Crosscourt,Forehand,,,1.0,,,,1,,,41.0,298.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,1.0,,,,,,,Short
30-0,2-2,1-0,,4745881,1.0,4747795.0,80,,10,Ad,Rudy Quan,Near,,,,,,,,,,132.0,535.0,Down the Line,Backhand,1.0,,,,,,,,,180.0,-387.0,,,1.0,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,Rudy Quan,1,,,
40-0,2-2,1-0,1.0,4777526,,,81,,1,Ad,Rudy Quan,Near,0.0,Body,97.0,-10.0,1.0,Body,84.0,190.0,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,2nd Serve In,Body,
40-0,2-2,1-0,,4790774,,,81,,2,Ad,Rudy Quan,Near,,,,,,,,,,110.0,482.0,Crosscourt,Forehand,,,,,,,,,,-71.0,-350.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,1.0,,,,,,,
40-0,2-2,1-0,,4796864,1.0,4793620.0,81,,3,Ad,Rudy Quan,Near,,,,,,,,,,-95.0,-485.0,Crosscourt,Backhand,,,,,,,,,,174.0,420.0,,1.0,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,Iiro Vasa,1,,,
40-15,2-2,1-0,1.0,4814869,,,82,,1,Deuce,Rudy Quan,Near,1.0,Body,-63.0,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,1st Serve In,Body,
40-15,2-2,1-0,,4817042,1.0,4819923.0,82,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-119.0,522.0,Crosscourt,Forehand,,,,,,,,,,220.0,-187.0,,,1.0,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,Rudy Quan,1,,,
0-0,3-2,1-0,1.0,4943545,,,83,,1,Deuce,Iiro Vasa,Near,0.0,Wide,-180.0,257.0,1.0,Body,-81.0,190.0,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,2nd Serve In,Body,
0-0,3-2,1-0,,4967387,,,83,,2,Deuce,Iiro Vasa,Near,,,,,,,,,,-145.0,498.0,Down the Line,Backhand,,,,,,,,,,-132.0,-270.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,1.0,,,,,,Short
0-0,3-2,1-0,,4968507,,,83,,3,Ad,Iiro Vasa,Near,,,,,,,,,,-100.0,-517.0,Down the Line,Backhand,,,,,,,,,,-97.0,386.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
0-0,3-2,1-0,,4969564,,,83,,4,Deuce,Iiro Vasa,Near,,,,,,,,,,-55.0,524.0,Down the Line,Forehand,,,,,,,,,,-137.0,-230.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-0,3-2,1-0,,4971841,,,83,,5,Ad,Iiro Vasa,Near,,,,,,,,,,-135.0,-515.0,Crosscourt,Backhand,1.0,,,,,,,,,36.0,428.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
0-0,3-2,1-0,,4975155,,,83,,6,Ad,Iiro Vasa,Near,,,,,,,,,,52.0,479.0,Crosscourt,Forehand,,,,,,,,,,-68.0,-272.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,1.0,,,,,,,Short
0-0,3-2,1-0,,4976479,1.0,4980095.0,83,,7,Ad,Iiro Vasa,Near,,,,,,,,,,-124.0,-525.0,Down the Line,Backhand,,,,,,,,,,-20.0,476.0,,,,,1.0,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,Rudy Quan,1,,,Long
0-15,3-2,1-0,1.0,5011195,,,84,,1,Ad,Iiro Vasa,Near,1.0,Wide,134.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,Wide,
0-15,3-2,1-0,,5013686,,,84,,2,Ad,Iiro Vasa,Near,,,,,,,,,,246.0,487.0,Crosscourt,Backhand,,,,,,,,,,-73.0,-267.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-15,3-2,1-0,,5014519,1.0,5015436.0,84,,3,Ad,Iiro Vasa,Near,,,,,,,,,,-140.0,-493.0,Down the Line,Forehand,,,,,,,,,,-89.0,-17.0,,,,1.0,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,1.0,,Rudy Quan,1,,,
0-30,3-2,1-0,1.0,5052422,,,85,,1,Deuce,Iiro Vasa,Near,1.0,T,-39.0,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,T,
0-30,3-2,1-0,,5054448,,,85,,2,Deuce,Iiro Vasa,Near,,,,,,,,,,-41.0,498.0,Crosscourt,Backhand,,,,,,,,,,15.0,-35.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,1.0,,,,,,,Short
0-30,3-2,1-0,,5056859,,,85,,3,Deuce,Iiro Vasa,Near,,,,,,,,,,33.0,-78.0,Down the Line,Forehand,,,,,,,,1,,57.0,349.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
0-30,3-2,1-0,,5058265,,,85,,4,Ad,Iiro Vasa,Near,,,,,,,,,,44.0,404.0,Crosscourt,Backhand,,,,,,,,,,-68.0,-41.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-30,3-2,1-0,,5059115,,,85,,5,Ad,Iiro Vasa,Near,,,,,,,,,,-39.0,-75.0,Down the Line,Backhand,,1.0,,,,,,1,,-111.0,167.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
0-30,3-2,1-0,,5060470,1.0,5061537.0,85,,6,Deuce,Iiro Vasa,Near,,,,,,,,,,-119.0,170.0,Down the Line,Forehand,,,,,,,1,,,-4.0,-302.0,1.0,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,Rudy Quan,,,,Short
0-40,3-2,1-0,1.0,5092279,,,86,,1,Ad,Iiro Vasa,Near,0.0,T,52.0,270.0,1.0,T,33.0,193.0,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,2nd Serve In,T,
0-40,3-2,1-0,,5103383,1.0,5104275.0,86,,2,Ad,Iiro Vasa,Near,,,,,,,,,,86.0,516.0,Down the Line,Forehand,,,,,,,,,,57.0,18.0,,,,1.0,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,1.0,,Iiro Vasa,1,,,
15-40,3-2,1-0,1.0,5130624,,,87,1.0,1,Deuce,Iiro Vasa,Near,1.0,T,-39.0,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,T,
15-40,3-2,1-0,,5132299,,,87,,2,Deuce,Iiro Vasa,Near,,,,,,,,,,-92.0,508.0,Down the Line,Backhand,,,,,,,,,,-89.0,-104.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,1.0,,,,,,Short
15-40,3-2,1-0,,5133903,,,87,,3,Ad,Iiro Vasa,Near,,,,,,,,,,-76.0,-358.0,Crosscourt,Forehand,,,,,,,,,,47.0,338.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,1.0,,,,,,,Short
15-40,3-2,1-0,,5135080,,,87,,4,Ad,Iiro Vasa,Near,,,,,,,,,,70.0,530.0,Down the Line,Backhand,,,,,,,,,,92.0,-88.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-40,3-2,1-0,,5136746,,,87,,5,Deuce,Iiro Vasa,Near,,,,,,,,,,65.0,-80.0,Down the Line,Forehand,,1.0,,,,,,1,,44.0,309.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
15-40,3-2,1-0,,5137544,1.0,5140005.0,87,,6,Ad,Iiro Vasa,Near,,,,,,,,,,116.0,479.0,Crosscourt,Backhand,,,,,,,,,1.0,-137.0,-552.0,,,,,1.0,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,Iiro Vasa,1,,,Long
30-40,3-2,1-0,1.0,5169971,,,88,1.0,1,Ad,Iiro Vasa,Near,0.0,T,-23.0,179.0,1.0,Body,102.0,161.0,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,2nd Serve In,Body,
30-40,3-2,1-0,,5181652,,,88,,2,Ad,Iiro Vasa,Near,,,,,,,,,,108.0,463.0,Crosscourt,Backhand,,,,,,,,,,-65.0,-262.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
30-40,3-2,1-0,,5182882,,,88,,3,Ad,Iiro Vasa,Near,,,,,,,,,,-87.0,-504.0,Crosscourt,Backhand,1.0,,,,,,,,,25.0,426.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
30-40,3-2,1-0,,5184830,,,88,,4,Ad,Iiro Vasa,Near,,,,,,,,,,54.0,484.0,Crosscourt,Forehand,,,,,,,,,,-68.0,-294.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,1.0,,,,,,,Short
30-40,3-2,1-0,,5186091,,,88,,5,Ad,Iiro Vasa,Near,,,,,,,,,,-76.0,-501.0,Crosscourt,Backhand,,,,,,,,,,20.0,330.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
30-40,3-2,1-0,,5187417,,,88,,6,Ad,Iiro Vasa,Near,,,,,,,,,,47.0,474.0,Crosscourt,Forehand,,,,,,,,,,-129.0,-302.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,1.0,,,,,,,Short
30-40,3-2,1-0,,5188806,,,88,,7,Ad,Iiro Vasa,Near,,,,,,,,,,-204.0,-512.0,Down the Line,Backhand,1.0,,,,,,,,,-121.0,388.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
30-40,3-2,1-0,,5190412,,,88,,8,Deuce,Iiro Vasa,Near,,,,,,,,,,-81.0,503.0,Crosscourt,Forehand,,,,,,,,,,100.0,-256.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
30-40,3-2,1-0,,5192038,,,88,,9,Deuce,Iiro Vasa,Near,,,,,,,,,,153.0,-515.0,Down the Line,Forehand,,,,,,,,,,44.0,394.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
30-40,3-2,1-0,,5193532,,,88,,10,Ad,Iiro Vasa,Near,,,,,,,,,,4.0,500.0,Crosscourt,Forehand,,,,,,,,,,-52.0,-328.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,1.0,,,,,,,Short
30-40,3-2,1-0,,5194766,,,88,,11,Ad,Iiro Vasa,Near,,,,,,,,,,-44.0,-480.0,Crosscourt,Forehand,,,,,,,,,,41.0,346.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,1.0,,,,,,,Short
30-40,3-2,1-0,,5196256,,,88,,12,Ad,Iiro Vasa,Near,,,,,,,,,,68.0,516.0,Crosscourt,Forehand,,,,,,,,,,-63.0,-264.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,1.0,,,,,,,Short
30-40,3-2,1-0,,5197400,1.0,5199656.0,88,,13,Ad,Iiro Vasa,Near,,,,,,,,,,-73.0,-488.0,Down the Line,Backhand,1.0,,,,,,,,,-28.0,-70.0,,,,1.0,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,Rudy Quan,1,,,
0-0,3-3,1-0,1.0,5230590,,,89,,1,Deuce,Rudy Quan,Far,1.0,T,46.0,-128.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,1st Serve In,T,
0-0,3-3,1-0,,5239222,,,89,,2,Deuce,Rudy Quan,Far,,,,,,,,,,131.0,-497.0,Crosscourt,Forehand,,,,,,,,,,-61.0,378.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
0-0,3-3,1-0,,5240705,,,89,,3,Deuce,Rudy Quan,Far,,,,,,,,,,-93.0,502.0,Down the Line,Forehand,,,,,,,,,,-50.0,-342.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
0-0,3-3,1-0,,5242100,,,89,,4,Ad,Rudy Quan,Far,,,,,,,,,,-93.0,-529.0,Down the Line,Forehand,,,,,,,,,,-127.0,372.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,1.0,,,,,,Deep
0-0,3-3,1-0,,5243831,,,89,,5,Deuce,Rudy Quan,Far,,,,,,,,,,-130.0,529.0,Down the Line,Forehand,,,,,,,,,,-66.0,-371.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
0-0,3-3,1-0,,5246161,,,89,,6,Ad,Rudy Quan,Far,,,,,,,,,,-74.0,-502.0,Crosscourt,Forehand,,,,,,,,,,41.0,346.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,1.0,,,,,,,Short
0-0,3-3,1-0,,5245928,,,89,,7,Ad,Rudy Quan,Far,,,,,,,,,,19.0,502.0,Crosscourt,Backhand,,,,,,,,,,-63.0,-280.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
0-0,3-3,1-0,,5247610,1.0,5248816.0,89,,8,Ad,Rudy Quan,Far,,,,,,,,,,-157.0,-529.0,Down the Line,Forehand,,,,,,,,,,-111.0,-1.0,,,,1.0,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,1.0,,Rudy Quan,1,,,
15-0,3-3,1-0,1.0,5248806,,,90,,1,Ad,Rudy Quan,Far,0.0,Body,-58.0,3.0,1.0,Wide,-133.0,-201.0,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,2nd Serve In,Wide,
15-0,3-3,1-0,,5287320,,,90,,2,Ad,Rudy Quan,Far,,,,,,,,,,-138.0,-493.0,Down the Line,Backhand,,,,,,,,,,-15.0,345.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
15-0,3-3,1-0,,5288338,,,90,,3,Ad,Rudy Quan,Far,,,,,,,,,,41.0,488.0,Down the Line,Forehand,,,,,,,,,,43.0,-271.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,1.0,,,,,,Short
15-0,3-3,1-0,,5289340,1.0,5289340.0,90,,4,Deuce,Rudy Quan,Far,,,,,,,,,,6.0,-527.0,Down the Line,Forehand,,,,,,,,,,126.0,459.0,,,,,1.0,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,Rudy Quan,1,,,Long
30-0,3-3,1-0,1.0,5297264,,,91,,1,Deuce,Rudy Quan,Far,1.0,T,30.0,-220.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,1st Serve In,T,
30-0,3-3,1-0,,5321882,,,91,,2,Deuce,Rudy Quan,Far,,,,,,,,,,126.0,-546.0,Down the Line,Backhand,,,,,,,,,,67.0,342.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,1.0,,,,,,Short
30-0,3-3,1-0,,5322840,,,91,,3,Ad,Rudy Quan,Far,,,,,,,,,,19.0,485.0,Crosscourt,Backhand,,,,,,,,,,-109.0,-276.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
30-0,3-3,1-0,,5324311,,,91,,4,Ad,Rudy Quan,Far,,,,,,,,,,-119.0,-495.0,Crosscourt,Backhand,1.0,,,,,,,,,41.0,313.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
30-0,3-3,1-0,,5325699,,,91,,5,Ad,Rudy Quan,Far,,,,,,,,,,14.0,469.0,Down the Line,Backhand,,,,,,,,,,33.0,-350.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,
30-0,3-3,1-0,,5327401,,,91,,6,Deuce,Rudy Quan,Far,,,,,,,,,,49.0,-487.0,Down the Line,Forehand,,,,,,,,,,83.0,420.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
30-0,3-3,1-0,,5329378,,,91,,7,Ad,Rudy Quan,Far,,,,,,,,,,41.0,504.0,Crosscourt,Backhand,,,,,,,,,,-90.0,-209.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
30-0,3-3,1-0,,5330366,,,91,,8,Ad,Rudy Quan,Far,,,,,,,,,,-111.0,-498.0,Crosscourt,Backhand,,,,,,,,,,30.0,369.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
30-0,3-3,1-0,,5332091,,,91,,9,Ad,Rudy Quan,Far,,,,,,,,,,51.0,472.0,Down the Line,Backhand,,,,,,,,,,70.0,-353.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
30-0,3-3,1-0,,5333419,,,91,,10,Deuce,Rudy Quan,Far,,,,,,,,,,41.0,-533.0,Crosscourt,Forehand,,,,,,,,,,-122.0,356.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
30-0,3-3,1-0,,5334623,,,91,,11,Deuce,Rudy Quan,Far,,,,,,,,,,-106.0,480.0,Crosscourt,Forehand,,,,,,,,,,51.0,-231.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
30-0,3-3,1-0,,5335974,,,91,,12,Deuce,Rudy Quan,Far,,,,,,,,,,120.0,-509.0,Down the Line,Forehand,,,,,,,,,,120.0,252.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
30-0,3-3,1-0,,5337642,,,91,,13,Ad,Rudy Quan,Far,,,,,,,,,,112.0,411.0,Crosscourt,Backhand,,,,,,,,,,-63.0,-433.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
30-0,3-3,1-0,,5339015,,,91,,14,Ad,Rudy Quan,Far,,,,,,,,,,-106.0,-509.0,Down the Line,Forehand,,,,,,,,,,-125.0,358.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,1.0,,,,,,Deep
