pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
0-0,2-0,1-0,,4092238,,,67,,9,Deuce,Rudy Quan,Far,,,,,,,,,,-68.0,508.0,Crosscourt,Forehand,,,,,,,,,,31.0,-192.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
0-0,2-0,1-0,,4093552,,,67,,10,Deuce,Rudy Quan,Far,,,,,,,,,,41.0,-501.0,Crosscourt,Forehand,,,,,,,,,,-81.0,309.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
0-0,2-0,1-0,,4094863,1.0,4096769.0,67,,11,Deuce,Rudy Quan,Far,,,,,,,,,,-116.0,532.0,Crosscourt,Forehand,,,,,,,,,,166.0,-520.0,,,1.0,,1.0,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,Iiro Vasa,1,,,
0-15,2-0,1-0,1.0,4130710,,,68,,1,Ad,Rudy Quan,Far,1.0,Body,-71.0,-138.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,1st Serve In,Body,
0-15,2-0,1-0,,4133367,,,68,,2,Ad,Rudy Quan,Far,,,,,,,,,,-129.0,-509.0,Crosscourt,Forehand,,,,,,,,,,49.0,386.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,1.0,,,,,,,Deep
0-15,2-0,1-0,,4134441,,,68,,3,Ad,Rudy Quan,Far,,,,,,,,,,100.0,516.0,Crosscourt,Forehand,,,,,,,,,,-89.0,-200.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,1.0,,,,,,,Short
0-15,2-0,1-0,,4135675,,,68,,4,Ad,Rudy Quan,Far,,,,,,,,,,-140.0,-488.0,Down the Line,Backhand,1.0,,,,,,,,,-124.0,349.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
0-15,2-0,1-0,,4137529,,,68,,5,Deuce,Rudy Quan,Far,,,,,,,,,,-79.0,482.0,Down the Line,Forehand,,,,,,,,,,-92.0,-288.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
0-15,2-0,1-0,,4138597,,,68,,6,Ad,Rudy Quan,Far,,,,,,,,,,-47.0,-509.0,Crosscourt,Backhand,,,,,,,,,,54.0,117.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
0-15,2-0,1-0,,4139972,,,68,,7,Ad,Rudy Quan,Far,,,,,,,,,,60.0,111.0,Down the Line,Backhand,,1.0,,,,,1,,,68.0,-280.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
0-15,2-0,1-0,,4140905,1.0,4142290.0,68,,8,Deuce,Rudy Quan,Far,,,,,,,,,,33.0,-371.0,Crosscourt,Forehand,,,,,,,,,,-97.0,335.0,1.0,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,Iiro Vasa,,,,Short
0-30,2-0,1-0,1.0,4180480,,,69,,1,Deuce,Rudy Quan,Far,1.0,Wide,110.0,-199.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,1st Serve In,Wide,
0-30,2-0,1-0,,4181179,,,69,,2,Deuce,Rudy Quan,Far,,,,,,,,,,158.0,-501.0,Crosscourt,Forehand,,,,,,,,,,-15.0,349.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
0-30,2-0,1-0,,4182597,1.0,4183993.0,69,,3,Deuce,Rudy Quan,Far,,,,,,,,,,-33.0,519.0,Down the Line,Forehand,,,,,,,,,,-167.0,-366.0,,1.0,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,Iiro Vasa,1,,,
0-40,2-0,1-0,1.0,4202054,,,70,,1,Ad,Rudy Quan,Far,1.0,Body,-71.0,-191.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,1st Serve In,Body,
0-40,2-0,1-0,,4204549,,,70,,2,Ad,Rudy Quan,Far,,,,,,,,,,-124.0,-504.0,Down the Line,Forehand,,,,,,,,,,-100.0,370.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,1.0,,,,,,Deep
0-40,2-0,1-0,,4205551,,,70,,3,Deuce,Rudy Quan,Far,,,,,,,,,,-68.0,508.0,Crosscourt,Forehand,,,,,,,,,,110.0,-208.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
0-40,2-0,1-0,,4207082,,,70,,4,Deuce,Rudy Quan,Far,,,,,,,,,,132.0,-480.0,Down the Line,Forehand,1.0,,,,,,,,,68.0,335.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
0-40,2-0,1-0,,4209066,,,70,,5,Ad,Rudy Quan,Far,,,,,,,,,,49.0,522.0,Crosscourt,Forehand,,,,,,,,,,-100.0,-299.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,1.0,,,,,,,Short
0-40,2-0,1-0,,4210913,,,70,,6,Ad,Rudy Quan,Far,,,,,,,,,,-145.0,-520.0,Down the Line,Backhand,,,,,,,,,,-103.0,388.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
0-40,2-0,1-0,,4212135,,,70,,7,Deuce,Rudy Quan,Far,,,,,,,,,,-68.0,508.0,Crosscourt,Forehand,,,,,,,,,,23.0,-283.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
0-40,2-0,1-0,,4213319,,,70,,8,Deuce,Rudy Quan,Far,,,,,,,,,,23.0,-483.0,Crosscourt,Forehand,,,,,,,,,,-41.0,309.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
0-40,2-0,1-0,,4214472,1.0,4215909.0,70,,9,Deuce,Rudy Quan,Far,,,,,,,,,,-68.0,519.0,Down the Line,Forehand,,,,,,,,,,-57.0,-544.0,,,,,1.0,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,Iiro Vasa,1,,,Long
0-0,2-1,1-0,1.0,4368989,,,71,,1,Deuce,Iiro Vasa,Far,1.0,Wide,113.0,-236.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,Wide,
0-0,2-1,1-0,,4371537,,,71,,2,Deuce,Iiro Vasa,Far,,,,,,,,,,246.0,-528.0,Crosscourt,Forehand,,,,,,,,,,-71.0,167.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-0,2-1,1-0,,4371881,,,71,,3,Deuce,Iiro Vasa,Far,,,,,,,,,,-108.0,357.0,Down the Line,Forehand,,,,,,,,,,-79.0,-358.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
0-0,2-1,1-0,,4372735,,,71,,4,Ad,Iiro Vasa,Far,,,,,,,,,,-129.0,-512.0,Crosscourt,Backhand,,,,,,,,,,39.0,218.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-0,2-1,1-0,,4376229,1.0,4377861.0,71,,5,Ad,Iiro Vasa,Far,,,,,,,,,,70.0,293.0,Down the Line,Forehand,,,,,,,,,,4.0,-363.0,1.0,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,1.0,,Iiro Vasa,,,,Deep
15-0,2-1,1-0,1.0,4410351,,,72,,1,Ad,Iiro Vasa,Far,1.0,Wide,-113.0,-204.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,Wide,
15-0,2-1,1-0,,4411994,,,72,,2,Ad,Iiro Vasa,Far,,,,,,,,,,-167.0,-539.0,Crosscourt,Backhand,,,,,,,,,,36.0,119.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-0,2-1,1-0,,4412978,,,72,,3,Ad,Iiro Vasa,Far,,,,,,,,,,33.0,167.0,Down the Line,Backhand,,,,1.0,1.0,,,1,,62.0,-216.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
15-0,2-1,1-0,,4414790,1.0,4415444.0,72,,4,Deuce,Iiro Vasa,Far,,,,,,,,,,54.0,-320.0,Down the Line,Forehand,,,,,,,,,,94.0,399.0,1.0,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,Rudy Quan,,,,Deep
15-15,2-1,1-0,1.0,4445038,,,73,,1,Deuce,Iiro Vasa,Far,1.0,T,28.0,-172.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,T,
15-15,2-1,1-0,,4446770,,,73,,2,Deuce,Iiro Vasa,Far,,,,,,,,,,169.0,-536.0,Down the Line,Backhand,,,,,,,,,,57.0,226.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,1.0,,,,,,Short
15-15,2-1,1-0,,4447856,,,73,,3,Deuce,Iiro Vasa,Far,,,,,,,,,,-20.0,490.0,Crosscourt,Backhand,1.0,,,,,,,,,49.0,-286.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,1.0,,,,,,,Short
15-15,2-1,1-0,,4449628,1.0,4450425.0,73,,4,Deuce,Iiro Vasa,Far,,,,,,,,,,23.0,-475.0,Crosscourt,Forehand,,,,,,,,,,-33.0,-17.0,,,,1.0,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,Iiro Vasa,1,,,
30-15,2-1,1-0,1.0,4477182,,,74,,1,Ad,Iiro Vasa,Far,1.0,Wide,-119.0,-218.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,Wide,
30-15,2-1,1-0,,4492261,,,74,,2,Ad,Iiro Vasa,Far,,,,,,,,,,124.0,511.0,Down the Line,Backhand,1.0,,,,,,,,,17.0,-270.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,
30-15,2-1,1-0,,4497095,,,74,,3,Ad,Iiro Vasa,Far,,,,,,,,,,-31.0,-493.0,Down the Line,Forehand,,,,,,,,,,-100.0,343.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,1.0,,,,,,
30-15,2-1,1-0,,4497765,,,74,,4,Deuce,Iiro Vasa,Far,,,,,,,,,,-111.0,516.0,Down the Line,Forehand,,,,,,,,,,-57.0,-280.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,
30-15,2-1,1-0,,4499098,,,74,,5,Ad,Iiro Vasa,Far,,,,,,,,,,-41.0,-501.0,Crosscourt,Forehand,,,,,,,,,,49.0,333.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,1.0,,,,,,,
30-15,2-1,1-0,,4499960,,,74,,6,Ad,Iiro Vasa,Far,,,,,,,,,,54.0,503.0,Down the Line,Backhand,1.0,,,,,,,,,39.0,-358.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,
30-15,2-1,1-0,,4501779,,,74,,7,Deuce,Iiro Vasa,Far,,,,,,,,,,31.0,-483.0,Crosscourt,Forehand,,,,,,,,,,-84.0,295.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,
30-15,2-1,1-0,,4503270,,,74,,8,Deuce,Iiro Vasa,Far,,,,,,,,,,-87.0,482.0,Crosscourt,Forehand,,,,,,,,,,36.0,-200.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,
30-15,2-1,1-0,,4504223,,,74,,9,Deuce,Iiro Vasa,Far,,,,,,,,,,76.0,-501.0,Down the Line,Forehand,,,,,,,,,,54.0,434.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,
30-15,2-1,1-0,,4505628,,,74,,10,Ad,Iiro Vasa,Far,,,,,,,,,,23.0,522.0,Down the Line,Backhand,,,,,,,,,,39.0,-360.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,
30-15,2-1,1-0,,4507655,,,74,,11,Deuce,Iiro Vasa,Far,,,,,,,,,,47.0,-491.0,Down the Line,Forehand,,,,,,,,,,108.0,191.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,
30-15,2-1,1-0,,4508401,,,74,,12,Ad,Iiro Vasa,Far,,,,,,,,,,49.0,516.0,Down the Line,Backhand,1.0,,,,,,,,,1.0,-275.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,
30-15,2-1,1-0,,4509580,,,74,,13,Ad,Iiro Vasa,Far,,,,,,,,,,-49.0,-432.0,Down the Line,Forehand,,,,,,,,,,-111.0,420.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,1.0,,,,,,
30-15,2-1,1-0,,4511345,,,74,,14,Deuce,Iiro Vasa,Far,,,,,,,,,,-100.0,519.0,Down the Line,Forehand,,,,,,,,,,-1.0,-294.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,
30-15,2-1,1-0,,4512871,1.0,4514539.0,74,,15,Deuce,Iiro Vasa,Far,,,,,,,,,,17.0,-480.0,Crosscourt,Forehand,,,,,,,,,,-73.0,436.0,1.0,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,Iiro Vasa,,,,
30-30,2-1,1-0,1.0,4547700,1.0,4547700.0,75,,1,Deuce,Iiro Vasa,Far,0.0,T,33.0,-250.0,0.0,T,51.0,-350.0,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,1,Rudy Quan,,Double Fault,T,
30-40,2-1,1-0,1.0,4594092,,,76,1.0,1,Ad,Iiro Vasa,Far,1.0,Wide,-124.0,-95.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,Wide,
30-40,2-1,1-0,,4596577,,,76,,2,Ad,Iiro Vasa,Far,,,,,,,,,,-297.0,-517.0,Crosscourt,Backhand,,,,,,,,,,20.0,130.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
30-40,2-1,1-0,,4597303,,,76,,3,Ad,Iiro Vasa,Far,,,,,,,,,,31.0,143.0,Down the Line,Forehand,,1.0,,,,,,1,,49.0,-264.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,1.0,,,,,,Short
30-40,2-1,1-0,,4598211,1.0,4600965.0,76,,4,Deuce,Iiro Vasa,Far,,,,,,,,,,70.0,-509.0,Down the Line,Forehand,,,,,,,,,1.0,23.0,522.0,,,,,1.0,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,Iiro Vasa,1,,,Long
40-40,2-1,1-0,1.0,4634671,,,77,1.0,1,Deuce,Iiro Vasa,Far,1.0,Body,78.0,-114.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,Body,
40-40,2-1,1-0,,4636161,,,77,,2,Deuce,Iiro Vasa,Far,,,,,,,,,,164.0,-509.0,Down the Line,Forehand,,,,,,,,,,25.0,207.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
40-40,2-1,1-0,,4637076,,,77,,3,Ad,Iiro Vasa,Far,,,,,,,,,,23.0,186.0,Crosscourt,Backhand,,1.0,,,,,,1,,-79.0,-366.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
40-40,2-1,1-0,,4638212,1.0,4640483.0,77,,4,Ad,Iiro Vasa,Far,,,,,,,,,,-73.0,-491.0,Down the Line,Backhand,,,,,,,,,,-175.0,178.0,,,1.0,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,Iiro Vasa,1,,,
0-0,2-2,1-0,1.0,4666513,,,78,,1,Deuce,Rudy Quan,Near,1.0,T,-36.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,1st Serve In,T,
0-0,2-2,1-0,,4669391,1.0,4671180.0,78,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-127.0,487.0,Crosscourt,Backhand,,,,,,,,,,177.0,-126.0,,,1.0,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,1.0,,,Rudy Quan,1,,,
15-0,2-2,1-0,1.0,4696627,,,79,,1,Ad,Rudy Quan,Near,1.0,T,33.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,1st Serve In,T,
15-0,2-2,1-0,,4700483,,,79,,2,Ad,Rudy Quan,Near,,,,,,,,,,9.0,503.0,Crosscourt,Forehand,,,,,,,,,,-33.0,-355.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,1.0,,,,,,,Deep
15-0,2-2,1-0,,4700166,,,79,,3,Ad,Rudy Quan,Near,,,,,,,,,,-65.0,-493.0,Crosscourt,Forehand,,,,,,,,,,62.0,367.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,1.0,,,,,,,Deep
15-0,2-2,1-0,,4701666,,,79,,4,Ad,Rudy Quan,Near,,,,,,,,,,102.0,519.0,Down the Line,Forehand,,,,,,,,,,92.0,-363.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,1.0,,,,,,Deep
15-0,2-2,1-0,,4702863,,,79,,5,Deuce,Rudy Quan,Near,,,,,,,,,,116.0,-520.0,Down the Line,Forehand,,,,,,,,,,44.0,135.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
15-0,2-2,1-0,,4703987,1.0,4706142.0,79,,6,Ad,Rudy Quan,Near,,,,,,,,,,9.0,167.0,Crosscourt,Forehand,,1.0,,,,,,1,,-180.0,-347.0,,1.0,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,1.0,,,Rudy Quan,1,,,
30-0,2-2,1-0,1.0,4733856,,,80,,1,Deuce,Rudy Quan,Near,1.0,Wide,-132.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,1st Serve In,Wide,
30-0,2-2,1-0,,4737140,,,80,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-223.0,548.0,Crosscourt,Forehand,,,,,,,,,,47.0,-288.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
30-0,2-2,1-0,,4738199,,,80,,3,Deuce,Rudy Quan,Near,,,,,,,,,,17.0,-485.0,Down the Line,Forehand,,,,,,,,,,23.0,349.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
30-0,2-2,1-0,,4738725,,,80,,4,Deuce,Rudy Quan,Near,,,,,,,,,,-47.0,524.0,Crosscourt,Backhand,1.0,,,,,,,,,86.0,-176.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,1.0,,,,,,,Short
30-0,2-2,1-0,,4740538,,,80,,5,Deuce,Rudy Quan,Near,,,,,,,,,,31.0,-366.0,Down the Line,Forehand,,,,1.0,,,,,,81.0,354.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
