pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,isInsideOut,isInsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
0-0,2-1,1-1,,7021303,,,141,,2,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,14.0,-329.0,Down the Line,Forehand,,,,,,,,,,72.0,320.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,1,,,0,,,Short
0-0,2-1,1-1,,7022510,,,141,,3,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-82.0,566.0,Crosscourt,Forehand,,,,,,,,,,48.0,-179.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
0-0,2-1,1-1,,7024123,,,141,,4,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,51.0,-484.0,Down the Line,Forehand,,,,,,,,,,30.0,352.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,1,,,0,,,Deep
0-0,2-1,1-1,,7025069,,,141,,5,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,19.0,526.0,Crosscourt,Backhand,,,,,,,,,,-58.0,-328.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
0-0,2-1,1-1,,7026771,,,141,,6,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-130.0,-550.0,Crosscourt,Forehand,,,,,,,,,,139.0,365.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
0-0,2-1,1-1,,7028563,,,141,,7,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,187.0,518.0,Down the Line,Backhand,1.0,,,,,,,,,78.0,-293.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
0-0,2-1,1-1,,7030319,,,141,,8,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,166.0,-521.0,Crosscourt,Backhand,,,,,,,,,,-93.0,376.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
0-0,2-1,1-1,,7031495,,,141,,9,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-117.0,545.0,Crosscourt,Forehand,,,,,,,,,,51.0,-280.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
0-0,2-1,1-1,,7033176,,,141,,10,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,174.0,-556.0,Down the Line,Backhand,,,,,,,,,,16.0,320.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
0-0,2-1,1-1,,7035531,,,141,,11,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,86.0,566.0,Crosscourt,Backhand,,,,,,,,,,-112.0,-293.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
0-0,2-1,1-1,,7036452,,,141,,12,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-136.0,-510.0,Crosscourt,Forehand,,,,,,,,,,6.0,333.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
0-0,2-1,1-1,,7038100,,,141,,13,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,96.0,548.0,Down the Line,Backhand,,,,,,,,,,72.0,-179.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
0-0,2-1,1-1,,7039374,,,141,,14,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,64.0,-518.0,Down the Line,Backhand,,,,,,,,,,94.0,309.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
0-0,2-1,1-1,,7041006,,,141,,15,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,64.0,497.0,Down the Line,Backhand,1.0,,,,,,,,,83.0,-277.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
0-0,2-1,1-1,,7043261,,,141,,16,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,83.0,-321.0,Crosscourt,Backhand,,,,,,,,,,-122.0,322.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
0-0,2-1,1-1,,7044495,,,141,,17,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-162.0,534.0,Down the Line,Forehand,,,,,,,,,,-144.0,-226.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
0-0,2-1,1-1,,7044955,,,141,,18,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-130.0,-537.0,Crosscourt,Forehand,,,,,,,,,,62.0,280.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
0-0,2-1,1-1,,7047039,,,141,,19,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,91.0,542.0,Down the Line,Backhand,1.0,,,,,,,,,91.0,-376.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Deep
0-0,2-1,1-1,,7049203,,,141,,20,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,99.0,-364.0,Down the Line,Backhand,,,,,,,,,,40.0,314.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
0-0,2-1,1-1,,7050446,,,141,,21,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-16.0,502.0,Down the Line,Backhand,,,,,,,,,,-112.0,-354.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,1,,,0,,,Deep
0-0,2-1,1-1,,7051972,,,141,,22,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-114.0,-497.0,Down the Line,Forehand,,,,,,,,,,-98.0,352.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
0-0,2-1,1-1,,7052957,1.0,7055309.0,141,,23,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-56.0,505.0,Down the Line,Forehand,,,,,,,,,,-133.0,-517.0,,,,,1.0,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,Spencer Johnson,1,,,Long
15-0,2-1,1-1,1.0,7085358,,,142,,1,Ad,Oscar Pinto Sansano,Far,1.0,T,-40.0,-232.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,1st Serve In,T,
15-0,2-1,1-1,,7088079,,,142,,2,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-93.0,-478.0,Down the Line,Backhand,,,,,,,,,,-80.0,312.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,1,,,0,,,Short
15-0,2-1,1-1,,7089580,,,142,,3,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-72.0,510.0,Down the Line,Forehand,,,,,,,,,,-85.0,-301.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
15-0,2-1,1-1,,7090658,,,142,,4,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-104.0,-497.0,Crosscourt,Forehand,,,,,,,,,,99.0,336.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
15-0,2-1,1-1,,7092126,,,142,,5,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,131.0,513.0,Crosscourt,Backhand,,,,,,,,,,-101.0,-344.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
15-0,2-1,1-1,,7093515,,,142,,6,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-138.0,-526.0,Crosscourt,Forehand,,,,,,,,,,107.0,354.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
15-0,2-1,1-1,,7095116,,,142,,7,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,91.0,489.0,Crosscourt,Backhand,,,,,,,,,,-66.0,-325.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
15-0,2-1,1-1,,7096146,,,142,,8,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-117.0,-513.0,Down the Line,Forehand,,,,,,,,,,-21.0,224.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
15-0,2-1,1-1,,7097747,,,142,,9,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,40.0,502.0,Crosscourt,Forehand,,,,,,,,,,-106.0,-314.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,1,,,,0,,,Short
15-0,2-1,1-1,,7098477,,,142,,10,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-144.0,-510.0,Crosscourt,Forehand,,,,,,,,,,43.0,400.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
15-0,2-1,1-1,,7100346,1.0,7101158.0,142,,11,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,86.0,524.0,Down the Line,Forehand,,,,,,,,,,102.0,3.0,,,,1.0,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,1,,Spencer Johnson,1,,,
30-0,2-1,1-1,1.0,7136434,,,143,,1,Deuce,Oscar Pinto Sansano,Far,1.0,T,32.0,-216.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,1st Serve In,T,
30-0,2-1,1-1,,7139464,,,143,,2,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,104.0,-502.0,Down the Line,Forehand,,,,,,,,,,80.0,373.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,1,,,0,,,Deep
30-0,2-1,1-1,,7140683,,,143,,3,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,67.0,497.0,Down the Line,Backhand,,,,,,,,,,94.0,-325.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
30-0,2-1,1-1,,7142302,1.0,7144568.0,143,,4,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,88.0,-524.0,Down the Line,Backhand,,,,,,,,,,115.0,0.0,,,,1.0,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,Oscar Pinto Sansano,1,,,
30-15,2-1,1-1,1.0,7163584,,,144,,1,Ad,Oscar Pinto Sansano,Far,1.0,Body,-72.0,-229.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,1st Serve In,Body,
30-15,2-1,1-1,,7166509,,,144,,2,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-128.0,-513.0,Down the Line,Backhand,,,,,,,,,,-117.0,397.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,1,,,0,,,Deep
30-15,2-1,1-1,,7168168,,,144,,3,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-122.0,497.0,Down the Line,Forehand,,,,,,,,,,-80.0,-210.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
30-15,2-1,1-1,,7169602,,,144,,4,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-93.0,-508.0,Crosscourt,Forehand,,,,,,,,,,22.0,221.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
30-15,2-1,1-1,,7170916,,,144,,5,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,27.0,484.0,Down the Line,Forehand,,,,,,,,,,115.0,-179.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,1,,,0,,,Short
30-15,2-1,1-1,,7172922,,,144,,6,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,206.0,-494.0,Crosscourt,Backhand,,,,,,,,,,-66.0,394.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
30-15,2-1,1-1,,7174191,,,144,,7,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-90.0,478.0,Crosscourt,Forehand,,,,,,,,,,16.0,-261.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
30-15,2-1,1-1,,7175782,,,144,,8,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,160.0,-510.0,Crosscourt,Forehand,,,,,,,,,,-80.0,203.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,1,,,,0,,,Short
30-15,2-1,1-1,,7176939,,,144,,9,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-112.0,494.0,Crosscourt,Forehand,,,,,,,,,,27.0,-181.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
30-15,2-1,1-1,,7178426,,,144,,10,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,35.0,-492.0,Down the Line,Backhand,,,,,,,,,,64.0,176.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
30-15,2-1,1-1,,7180214,,,144,,11,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-10.0,422.0,Crosscourt,Backhand,,,,,,,,,,88.0,-216.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,1,,,,0,,,Short
30-15,2-1,1-1,,7181868,,,144,,12,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,91.0,-404.0,Down the Line,Backhand,,,,,,,,,,59.0,344.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
30-15,2-1,1-1,,7184012,,,144,,13,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,83.0,396.0,Down the Line,Forehand,,,,,,,,,,40.0,-304.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,1,,,0,,,Short
30-15,2-1,1-1,,7185173,,,144,,14,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,72.0,-508.0,Crosscourt,Backhand,,,,,,,,,,-77.0,226.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
30-15,2-1,1-1,,7186709,,,144,,15,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-96.0,489.0,Crosscourt,Forehand,,,,,,,,,,32.0,-136.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
30-15,2-1,1-1,,7188038,,,144,,16,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,91.0,-422.0,Down the Line,Backhand,1.0,,,,,,,,,48.0,312.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
30-15,2-1,1-1,,7189474,,,144,,17,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,6.0,476.0,Down the Line,Backhand,1.0,,,,,,,,,67.0,-333.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
30-15,2-1,1-1,,7191361,,,144,,18,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,144.0,-492.0,Down the Line,Forehand,,,,,,,,,,99.0,357.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,1,,,0,,,Deep
30-15,2-1,1-1,,7192799,,,144,,19,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,56.0,478.0,Crosscourt,Backhand,,,,,,,,,,-133.0,-338.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
30-15,2-1,1-1,,7194148,,,144,,20,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-183.0,-500.0,Crosscourt,Forehand,,,,,,,,,,19.0,434.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
30-15,2-1,1-1,,7196535,,,144,,21,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,78.0,494.0,Crosscourt,Forehand,,,,,,,,,,-34.0,-314.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,1,,,,0,,,Short
30-15,2-1,1-1,,7196611,,,144,,22,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-48.0,-513.0,Crosscourt,Forehand,,,,,,,,,,32.0,381.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
30-15,2-1,1-1,,7198076,,,144,,23,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-18.0,494.0,Crosscourt,Backhand,,,,,,,,,,75.0,-203.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,1,,,,0,,,Short
30-15,2-1,1-1,,7199762,,,144,,24,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,91.0,-412.0,Crosscourt,Backhand,,,,,,,,,,-101.0,386.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Deep
30-15,2-1,1-1,,7200991,,,144,,25,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,-138.0,502.0,Down the Line,Forehand,,,,,,,,,,-93.0,-112.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,,,Short
30-15,2-1,1-1,,7203652,,,144,,26,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,-88.0,-92.0,Crosscourt,Forehand,,,,,,,1.0,,,86.0,346.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
30-15,2-1,1-1,,7204863,1.0,7206606.0,144,,27,Ad,Oscar Pinto Sansano,Far,,,,,,,,,,128.0,492.0,Down the Line,Backhand,,,,,,,,,,176.0,-224.0,,,1.0,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,Spencer Johnson,1,,,
40-15,2-1,1-1,1.0,7245650,,,145,1.0,1,Deuce,Oscar Pinto Sansano,Far,1.0,Body,67.0,-205.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Oscar Pinto Sansano,,,,,0,1st Serve In,Body,
40-15,2-1,1-1,,7247948,,,145,,2,Deuce,Oscar Pinto Sansano,Far,,,,,,,,,,192.0,-494.0,Down the Line,Backhand,,,,,,,,,,62.0,213.0,,,,,,UCLA,09/28/24,D1,ITA All-American Championships,,,,University of Georgia,Spencer Johnson,Oscar Pinto Sansano,Left,Right,Qualifying R1,Hard,,,Spencer Johnson,Spencer Johnson,,,,,0,,,Short
